,abv,ibu,id,name,style,brewery_id,ounces,name_style,super_category,type
1187,0.054000000000000006,15.0,1741,A Slice of Hefen,Hefeweizen,332,16.0,a slice of hefenhefeweizen,ale,0.0
1188,0.07200000000000001,100.0,664,Elevated IPA,American IPA,332,16.0,elevated ipaamerican ipa,ale,0.0
1189,0.066,30.0,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.0,rumspringa golden bockmaibock / helles bock,lager,1.0
1190,0.048,28.0,195,Lancaster German Style Kölsch,Kölsch,545,12.0,lancaster german style kölschkölsch,lager,1.0
1195,0.05,12.0,2108,Laughing Dog Cream Ale,Cream Ale,218,12.0,laughing dog cream alecream ale,ale,0.0
1196,0.048,9.0,1397,Two-One Niner,American Pilsner,218,12.0,two-one nineramerican pilsner,lager,1.0
1197,0.064,66.0,1396,Laughing Dog IPA,American IPA,218,12.0,laughing dog ipaamerican ipa,ale,0.0
1198,0.064,95.0,1675,Madra Allta,American IPA,345,12.0,madra alltaamerican ipa,ale,0.0
1199,0.056,70.0,1249,Duluchan India Pale Ale,American IPA,345,12.0,duluchan india pale aleamerican ipa,ale,0.0
1206,0.052000000000000005,30.0,2036,Getaway,German Pilsener,244,16.0,getawaygerman pilsener,lager,1.0
1207,0.06,30.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16.0,farm girl saisonsaison / farmhouse ale,ale,0.0
1208,0.058,40.0,1832,Adam's Stout,American Stout,298,12.0,adam's stoutamerican stout,ale,0.0
1209,0.057,42.0,1688,American Hero,American Amber / Red Ale,298,12.0,american heroamerican amber / red ale,ale,0.0
1210,0.052000000000000005,20.0,1687,Schweet Ale,Fruit / Vegetable Beer,298,12.0,schweet alefruit / vegetable beer,ale,0.0
1211,0.065,75.0,1686,Irregardless IPA,American IPA,298,12.0,irregardless ipaamerican ipa,ale,0.0
1212,0.057,40.0,2434,Peach Pale Ale,American Pale Ale (APA),104,12.0,peach pale aleamerican pale ale (apa),ale,0.0
1215,0.057,47.0,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12.0,peacemaker pale aleamerican pale ale (apa),ale,0.0
1216,0.058,11.0,2327,Shotgun Betty,Hefeweizen,149,12.0,shotgun bettyhefeweizen,ale,0.0
1217,0.061,30.0,2326,Sweet Josie,American Brown Ale,149,12.0,sweet josieamerican brown ale,ale,0.0
1218,0.059,42.0,1926,Long Trail IPA,English India Pale Ale (IPA),268,12.0,long trail ipaenglish india pale ale (ipa),ale,0.0
1219,0.046,30.0,1924,Long Trail Ale,American Amber / Red Ale,268,12.0,long trail aleamerican amber / red ale,ale,0.0
1220,0.07200000000000001,33.0,1090,Double Bag,Altbier,268,16.0,double bagaltbier,ale,0.0
1222,0.046,30.0,573,Long Trail Ale (1),Altbier,268,12.0,long trail ale (1)altbier,ale,0.0
1223,0.046,8.0,2584,Gose,Gose,41,16.0,gosegose,ale,0.0
1224,0.048,20.0,2583,Vermont Pilsner,German Pilsener,41,16.0,vermont pilsnergerman pilsener,lager,1.0
1227,0.062,65.0,1309,Face Plant IPA,American IPA,430,12.0,face plant ipaamerican ipa,ale,0.0
1228,0.056,55.0,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12.0,rhino chasers pilsnerczech pilsener,lager,1.0
1229,0.052000000000000005,29.0,1571,Slow Hand Stout,American Stout,377,16.0,slow hand stoutamerican stout,ale,0.0
1233,0.038,18.0,2033,Pub Ale,English Dark Mild Ale,245,12.0,pub aleenglish dark mild ale,ale,0.0
1234,0.051,31.0,2032,Ballistic Blonde,Belgian Pale Ale,245,12.0,ballistic blondebelgian pale ale,ale,0.0
1236,0.053,20.0,1153,Lumberyard Pilsner,American Pilsner,158,12.0,lumberyard pilsneramerican pilsner,lager,1.0
1240,0.051,32.0,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.0,mac's scottish style amber ale (2000)american amber / red ale,ale,0.0
1244,0.043,18.0,2209,Sol Drifter,American Blonde Ale,91,12.0,sol drifteramerican blonde ale,ale,0.0
1247,0.047,11.0,1816,LIFT,Kölsch,91,12.0,liftkölsch,lager,1.0
1248,0.05,40.0,1815,SPRYE,American Pale Ale (APA),91,12.0,spryeamerican pale ale (apa),ale,0.0
1249,0.069,70.0,1126,Psychopathy,American IPA,91,12.0,psychopathyamerican ipa,ale,0.0
1250,0.07,32.0,1125,Gnarly Brown,American Brown Ale,91,12.0,gnarly brownamerican brown ale,ale,0.0
1251,0.06,30.0,1124,Happy Amber,American Amber / Red Ale,91,12.0,happy amberamerican amber / red ale,ale,0.0
1253,0.055,13.0,1113,Elder Betty,Hefeweizen,303,12.0,elder bettyhefeweizen,ale,0.0
1261,0.045,21.0,1625,Belgian Style Session Ale,Belgian Pale Ale,356,12.0,belgian style session alebelgian pale ale,ale,0.0
1264,0.05,18.0,1484,Summer Paradise,American Pale Wheat Ale,356,12.0,summer paradiseamerican pale wheat ale,ale,0.0
1265,0.09,30.0,1356,Monk from the 'Yunk,Tripel,356,12.0,monk from the 'yunktripel,ale,0.0
1267,0.085,85.0,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12.0,dreamin' double ipaamerican double / imperial ipa,ale,0.0
1268,0.099,93.0,1674,Chaotic Double IPA,American Double / Imperial IPA,346,12.0,chaotic double ipaamerican double / imperial ipa,ale,0.0
1269,0.08,88.0,1673,Manzanita IPA,American IPA,346,12.0,manzanita ipaamerican ipa,ale,0.0
1270,0.06,25.0,1672,Riverwalk Blonde Ale,American Blonde Ale,346,12.0,riverwalk blonde aleamerican blonde ale,ale,0.0
1271,0.095,49.0,1671,Gillespie Brown Ale,American Brown Ale,346,12.0,gillespie brown aleamerican brown ale,ale,0.0
1272,0.066,44.0,1670,Manzanita Pale Ale,American Pale Ale (APA),346,12.0,manzanita pale aleamerican pale ale (apa),ale,0.0
1273,0.047,40.0,1262,Marble Pilsner,German Pilsener,443,12.0,marble pilsnergerman pilsener,lager,1.0
1280,0.05,20.0,2308,River House,Saison / Farmhouse Ale,161,16.0,river housesaison / farmhouse ale,ale,0.0
1281,0.065,47.0,2268,Pretzel Stout,American Stout,161,16.0,pretzel stoutamerican stout,ale,0.0
1282,0.05,35.0,2197,Rubberneck Red,American Amber / Red Ale,161,16.0,rubberneck redamerican amber / red ale,ale,0.0
1288,0.065,60.0,1831,Our Legacy IPA,American IPA,299,12.0,our legacy ipaamerican ipa,ale,0.0
1290,0.065,60.0,1135,Our Legacy IPA,American IPA,299,16.0,our legacy ipaamerican ipa,ale,0.0
1296,0.05,12.0,773,Blueberry Blonde Ale,American Blonde Ale,299,12.0,blueberry blonde aleamerican blonde ale,ale,0.0
1301,0.051,20.0,1578,Lahaina Town Brown,American Brown Ale,375,12.0,lahaina town brownamerican brown ale,ale,0.0
1306,0.06,24.0,690,Sobrehumano Palena'ole,American Amber / Red Ale,375,12.0,sobrehumano palena'oleamerican amber / red ale,ale,0.0
1307,0.05,12.0,547,La Perouse White,Witbier,375,12.0,la perouse whitewitbier,ale,0.0
1308,0.068,68.0,435,Flyin' HI.P.Hay,American IPA,375,12.0,flyin' hi.p.hayamerican ipa,ale,0.0
1309,0.055,15.0,313,Mana Wheat,American Pale Wheat Ale,375,12.0,mana wheatamerican pale wheat ale,ale,0.0
1310,0.045,18.0,33,Bikini Blonde Lager,Munich Helles Lager,375,12.0,bikini blonde lagermunich helles lager,lager,1.0
1311,0.057,30.0,32,CoCoNut Porter,American Porter,375,12.0,coconut porteramerican porter,ale,0.0
1312,0.062,65.0,31,Big Swell IPA,American IPA,375,12.0,big swell ipaamerican ipa,ale,0.0
1313,0.037000000000000005,34.0,1237,Pit Stop Chocolate Porter,American Porter,448,12.0,pit stop chocolate porteramerican porter,ale,0.0
1314,0.037000000000000005,21.0,1236,Pace Setter Belgian Style Wit,Witbier,448,12.0,pace setter belgian style witwitbier,ale,0.0
1315,0.037000000000000005,53.0,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12.0,back in the saddle rye pale aleamerican pale ale (apa),ale,0.0
1319,0.07200000000000001,75.0,2186,Tsunami IPA,American IPA,203,19.2,tsunami ipaamerican ipa,ale,0.0
1320,0.07200000000000001,75.0,2185,Tsunami IPA,American IPA,203,12.0,tsunami ipaamerican ipa,ale,0.0
1321,0.042,22.0,2184,Humpback Blonde Ale,American Blonde Ale,203,12.0,humpback blonde aleamerican blonde ale,ale,0.0
1322,0.052000000000000005,27.0,2178,Hawaiian Crow Porter,American Porter,203,12.0,hawaiian crow porteramerican porter,ale,0.0
1323,0.052000000000000005,23.0,2177,Volcano Red Ale,American Amber / Red Ale,203,12.0,volcano red aleamerican amber / red ale,ale,0.0
1324,0.054000000000000006,42.0,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12.0,mauna kea pale aleamerican pale ale (apa),ale,0.0
1326,0.053,30.0,1507,Gator Tail Brown Ale,American Brown Ale,393,12.0,gator tail brown aleamerican brown ale,ale,0.0
1327,0.071,62.0,1506,Miami Vice IPA,American IPA,393,12.0,miami vice ipaamerican ipa,ale,0.0
1328,0.053,16.0,1325,Big Rod Coconut Ale,American Blonde Ale,393,12.0,big rod coconut aleamerican blonde ale,ale,0.0
1330,0.063,61.0,2093,Pleasure Town,American IPA,223,12.0,pleasure townamerican ipa,ale,0.0
1331,0.063,61.0,1814,Pleasure Town IPA,American IPA,223,12.0,pleasure town ipaamerican ipa,ale,0.0
1332,0.048,12.0,587,Snowshoe White Ale,Witbier,223,12.0,snowshoe white alewitbier,ale,0.0
1333,0.05,24.0,586,Kodiak Brown Ale,American Brown Ale,223,12.0,kodiak brown aleamerican brown ale,ale,0.0
1334,0.057,70.0,434,Sockeye Red IPA,American IPA,223,12.0,sockeye red ipaamerican ipa,ale,0.0
1335,0.08,100.0,2668,Habitus (2014),American Double / Imperial IPA,3,16.0,habitus (2014)american double / imperial ipa,ale,0.0
1336,0.075,85.0,2667,Solis,American IPA,3,16.0,solisamerican ipa,ale,0.0
1337,0.06,24.0,2666,Jucundus,Wheat Ale,3,16.0,jucunduswheat ale,ale,0.0
1338,0.08,100.0,2664,Habitus,American Double / Imperial IPA,3,16.0,habitusamerican double / imperial ipa,ale,0.0
1339,0.063,30.0,2663,Grazias,Cream Ale,3,16.0,graziascream ale,ale,0.0
1340,0.058,28.0,2662,Claritas,Kölsch,3,16.0,claritaskölsch,lager,1.0
1346,0.043,8.0,2530,Daft Funk,Berliner Weissbier,65,24.0,daft funkberliner weissbier,ale,0.0
1354,0.087,80.0,1884,Hop Freak,American Double / Imperial IPA,284,16.0,hop freakamerican double / imperial ipa,ale,0.0
1355,0.051,24.0,1272,Louie's Demise Amber Ale,American Amber / Red Ale,284,16.0,louie's demise amber aleamerican amber / red ale,ale,0.0
1356,0.075,51.0,1080,Hop Happy,American IPA,284,16.0,hop happyamerican ipa,ale,0.0
1357,0.065,20.0,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,16.0,booyah farmhouse alesaison / farmhouse ale,ale,0.0
1359,0.048,18.0,172,Flaming Damsel Lager (2010),Vienna Lager,284,16.0,flaming damsel lager (2010)vienna lager,lager,1.0
1360,0.051,24.0,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,16.0,louie’s demise immort-ale (2010)american amber / red ale,ale,0.0
1362,0.054000000000000006,23.0,2359,Huber Bock (2014),Bock,134,16.0,huber bock (2014)bock,lager,1.0
1375,0.068,66.0,2441,Mission IPA,American IPA,98,32.0,mission ipaamerican ipa,ale,0.0
1376,0.048,44.0,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,32.0,el conquistador extra pale aleamerican pale ale (apa),ale,0.0
1377,0.092,75.0,1459,Shipwrecked Double IPA,American Double / Imperial IPA,98,32.0,shipwrecked double ipaamerican double / imperial ipa,ale,0.0
1385,0.075,85.0,2159,City of the Sun,American IPA,209,16.0,city of the sunamerican ipa,ale,0.0
1386,0.068,75.0,2157,Booming Rollers,American IPA,209,16.0,booming rollersamerican ipa,ale,0.0
1387,0.052000000000000005,50.0,2156,Oneida,American Pale Ale (APA),209,16.0,oneidaamerican pale ale (apa),ale,0.0
1388,0.067,75.0,2154,Aurora ,American Amber / Red Ale,209,16.0,aurora american amber / red ale,ale,0.0
1389,0.055,30.0,1495,Lomaland,Saison / Farmhouse Ale,209,16.0,lomalandsaison / farmhouse ale,ale,0.0
1390,0.047,46.0,1494,Fortunate Islands,American Pale Wheat Ale,209,16.0,fortunate islandsamerican pale wheat ale,ale,0.0
1391,0.058,40.0,1493,Black House,American Stout,209,16.0,black houseamerican stout,ale,0.0
1392,0.065,115.0,1492,Blazing World,American Amber / Red Ale,209,16.0,blazing worldamerican amber / red ale,ale,0.0
1397,0.056,28.0,1907,Montauk Summer Ale,American Blonde Ale,276,12.0,montauk summer aleamerican blonde ale,ale,0.0
1398,0.06,49.0,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,12.0,driftwood aleextra special / strong bitter (esb),ale,0.0
1399,0.056,18.0,1756,When Helles Freezes Over,Munich Helles Lager,326,12.0,when helles freezes overmunich helles lager,lager,1.0
1400,0.049,24.0,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,12.0,morgan street oktoberfestmärzen / oktoberfest,ale,0.0
1401,0.047,14.0,1052,Honey Wheat,American Pale Wheat Ale,326,12.0,honey wheatamerican pale wheat ale,ale,0.0
1402,0.046,24.0,1051,Black Bear Dark Lager,Schwarzbier,326,12.0,black bear dark lagerschwarzbier,lager,1.0
1403,0.05,35.0,1046,Golden Pilsner,German Pilsener,326,12.0,golden pilsnergerman pilsener,lager,1.0
1404,0.052000000000000005,21.0,2413,Cali Creamin',Cream Ale,111,12.0,cali creamin'cream ale,ale,0.0
1407,0.052000000000000005,21.0,2237,Towhead,American Blonde Ale,188,12.0,towheadamerican blonde ale,ale,0.0
1408,0.07,70.0,2208,Lil' Helper,American IPA,188,12.0,lil' helperamerican ipa,ale,0.0
1415,0.05,18.0,1598,Mustang Sixty-Six,American Amber / Red Lager,366,12.0,mustang sixty-sixamerican amber / red lager,lager,1.0
1416,0.04,11.0,862,Mustang '33,American Pale Lager,366,12.0,mustang '33american pale lager,ale,0.0
1418,0.053,10.0,421,Mustang Golden Ale,American Blonde Ale,366,12.0,mustang golden aleamerican blonde ale,ale,0.0
1419,0.053,14.0,420,Washita Wheat,American Pale Wheat Ale,366,12.0,washita wheatamerican pale wheat ale,ale,0.0
1420,0.037000000000000005,10.0,2345,Gansett Light,Light Lager,143,16.0,gansett lightlight lager,lager,1.0
1421,0.052000000000000005,30.0,2224,Bohemian Pils,American Pilsner,143,16.0,bohemian pilsamerican pilsner,lager,1.0
1422,0.053,30.0,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,16.0,autocrat coffee milk stoutmilk / sweet stout,ale,0.0
1423,0.086,35.0,1291,Narragansett Bohemian Pilsner,German Pilsener,143,16.0,narragansett bohemian pilsnergerman pilsener,lager,1.0
1424,0.042,24.0,1093,Narragansett Summer Ale,American Pale Wheat Ale,143,12.0,narragansett summer aleamerican pale wheat ale,ale,0.0
1425,0.05,22.0,580,Narragansett Cream Ale,Cream Ale,143,16.0,narragansett cream alecream ale,ale,0.0
1426,0.042,24.0,403,Narragansett Summer Ale,American Pale Wheat Ale,143,16.0,narragansett summer aleamerican pale wheat ale,ale,0.0
1427,0.07,22.0,316,Narragansett Porter,American Porter,143,16.0,narragansett porteramerican porter,ale,0.0
1428,0.065,32.0,315,Narragansett Bock,Bock,143,16.0,narragansett bockbock,lager,1.0
1429,0.055,15.0,314,Narragansett Fest Lager,Märzen / Oktoberfest,143,16.0,narragansett fest lagermärzen / oktoberfest,ale,0.0
1432,0.085,86.0,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16.0,old grogham imperial india pale aleamerican double / imperial ipa,ale,0.0
1433,0.085,86.0,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16.0,old grogham imperial india pale ale (2012)american double / imperial ipa,ale,0.0
1436,0.061,11.0,1705,Wick For Brains,Pumpkin Ale,337,12.0,wick for brainspumpkin ale,ale,0.0
1437,0.065,65.0,1148,Nebraska India Pale Ale,American IPA,337,12.0,nebraska india pale aleamerican ipa,ale,0.0
1438,0.048,10.0,1147,EOS Hefeweizen,Hefeweizen,337,12.0,eos hefeweizenhefeweizen,ale,0.0
1439,0.048,15.0,1146,Brunette Nut Brown Ale,English Brown Ale,337,12.0,brunette nut brown aleenglish brown ale,ale,0.0
1440,0.057,29.0,1145,Cardinal Pale Ale,American Pale Ale (APA),337,12.0,cardinal pale aleamerican pale ale (apa),ale,0.0
1443,0.045,40.0,2475,Slow Ride,American IPA,82,12.0,slow rideamerican ipa,ale,0.0
1444,0.065,70.0,2230,Ranger IPA,American IPA,82,12.0,ranger ipaamerican ipa,ale,0.0
1445,0.05,29.0,1987,Shift,American Pale Lager,82,12.0,shiftamerican pale lager,ale,0.0
1446,0.056,21.0,1978,1554 Black Lager,Euro Dark Lager,82,12.0,1554 black lagereuro dark lager,lager,1.0
1451,0.052000000000000005,18.0,1586,Fat Tire Amber Ale,American Amber / Red Ale,82,12.0,fat tire amber aleamerican amber / red ale,ale,0.0
1452,0.05,29.0,952,Shift (1),American Pale Lager,82,12.0,shift (1)american pale lager,ale,0.0
1453,0.052000000000000005,18.0,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,12.0,fat tire amber ale (2011)american amber / red ale,ale,0.0
1454,0.05,29.0,578,Shift,American Pale Lager,82,16.0,shiftamerican pale lager,ale,0.0
1455,0.065,70.0,564,Ranger IPA,American IPA,82,16.0,ranger ipaamerican ipa,ale,0.0
1456,0.052000000000000005,18.0,563,Fat Tire Amber Ale,American Amber / Red Ale,82,16.0,fat tire amber aleamerican amber / red ale,ale,0.0
1457,0.065,70.0,115,Ranger IPA (Current),American IPA,82,12.0,ranger ipa (current)american ipa,ale,0.0
1459,0.052000000000000005,18.0,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,12.0,fat tire amber ale (2008)american amber / red ale,ale,0.0
1460,0.034,6.0,1417,Weiss Trash Culture,Berliner Weissbier,410,12.0,weiss trash cultureberliner weissbier,ale,0.0
1465,0.08800000000000001,85.0,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12.0,gandhi-bot double ipa (12 oz.)american double / imperial ipa,ale,0.0
1467,0.08800000000000001,85.0,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16.0,gandhi-bot double ipa (16 oz.) (2010)american double / imperial ipa,ale,0.0
1478,0.056,30.0,2042,Kadigan,American Blonde Ale,241,12.0,kadiganamerican blonde ale,ale,0.0
1479,0.052000000000000005,50.0,2041,Dammit Jim!,American Amber / Red Ale,241,12.0,dammit jim!american amber / red ale,ale,0.0
1482,0.042,35.0,2050,Cream Ale,Cream Ale,238,12.0,cream alecream ale,ale,0.0
1487,0.051,31.0,1622,Jam Session,American Pale Ale (APA),359,16.0,jam sessionamerican pale ale (apa),ale,0.0
1488,0.07200000000000001,80.0,1621,Hop Drop 'N Roll IPA,American IPA,359,16.0,hop drop 'n roll ipaamerican ipa,ale,0.0
1493,0.045,50.0,2692,Get Together,American IPA,0,16.0,get togetheramerican ipa,ale,0.0
1494,0.049,26.0,2691,Maggie's Leap,Milk / Sweet Stout,0,16.0,maggie's leapmilk / sweet stout,ale,0.0
1495,0.048,19.0,2690,Wall's End,English Brown Ale,0,16.0,wall's endenglish brown ale,ale,0.0
1496,0.06,38.0,2689,Pumpion,Pumpkin Ale,0,16.0,pumpionpumpkin ale,ale,0.0
1497,0.06,25.0,2688,Stronghold,American Porter,0,16.0,strongholdamerican porter,ale,0.0
1498,0.056,47.0,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16.0,parapet esbextra special / strong bitter (esb),ale,0.0
1501,0.063,42.0,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16.0,three skulls ale pale aleamerican pale ale (apa),ale,0.0
1502,0.045,20.0,541,Walter's Premium Pilsener Beer,German Pilsener,529,12.0,walter's premium pilsener beergerman pilsener,lager,1.0
1507,0.061,66.0,1258,5 Day IPA,American IPA,442,12.0,5 day ipaamerican ipa,ale,0.0
1509,0.067,70.0,2331,Watershed IPA,American IPA,150,12.0,watershed ipaamerican ipa,ale,0.0
1510,0.054000000000000006,24.0,1669,Oakshire Amber Ale,American Amber / Red Ale,150,12.0,oakshire amber aleamerican amber / red ale,ale,0.0
1511,0.058,27.0,1668,Overcast Espresso Stout,American Stout,150,12.0,overcast espresso stoutamerican stout,ale,0.0
1512,0.067,70.0,999,Watershed IPA (2013),American IPA,150,12.0,watershed ipa (2013)american ipa,ale,0.0
1513,0.08199999999999999,25.0,2247,Lake Monster,Baltic Porter,184,16.0,lake monsterbaltic porter,ale,0.0
1514,0.049,27.0,2071,London Homesick Ale,English Bitter,184,12.0,london homesick aleenglish bitter,ale,0.0
1515,0.048,35.0,2070,Luchesa Lager,Keller Bier / Zwickel Bier,184,12.0,luchesa lagerkeller bier / zwickel bier,lager,1.0
1516,0.048,35.0,2069,Slow Ride,American Pale Ale (APA),184,12.0,slow rideamerican pale ale (apa),ale,0.0
1521,0.092,72.0,2335,Perpetual Darkness,Belgian Strong Dark Ale,148,12.0,perpetual darknessbelgian strong dark ale,ale,0.0
1522,0.087,29.0,2334,Clan Warrior,Scotch Ale / Wee Heavy,148,12.0,clan warriorscotch ale / wee heavy,ale,0.0
1523,0.054000000000000006,36.0,2333,Psycho Penguin Vanilla Porter,American Porter,148,12.0,psycho penguin vanilla porteramerican porter,ale,0.0
1528,0.095,19.0,1059,The Hole in Hadrian's Wall,Scottish Ale,471,16.0,the hole in hadrian's wallscottish ale,ale,0.0
1529,0.065,26.0,1058,33 Select Brown Ale,American Brown Ale,471,16.0,33 select brown aleamerican brown ale,ale,0.0
1530,0.06,29.0,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16.0,midwest charm farmhouse alesaison / farmhouse ale,ale,0.0
1531,0.05,45.0,602,Boji Blue Pale Ale,American Pale Ale (APA),471,16.0,boji blue pale aleamerican pale ale (apa),ale,0.0
1532,0.057,26.0,601,Winter Games Select #32 Stout,American Stout,471,16.0,winter games select #32 stoutamerican stout,ale,0.0
1533,0.05,23.0,600,Boji Beach Golden Rye Ale,Rye Beer,471,16.0,boji beach golden rye alerye beer,ale,0.0
1535,0.065,65.0,1487,Falling Down Brown Ale,American Brown Ale,301,16.0,falling down brown aleamerican brown ale,ale,0.0
1538,0.046,20.0,1394,Old Forge Pumpkin Ale,Pumpkin Ale,301,16.0,old forge pumpkin alepumpkin ale,ale,0.0
1544,0.053,29.0,1530,Clem's Gold,American Pale Lager,390,16.0,clem's goldamerican pale lager,ale,0.0
1551,0.049,35.0,2302,Pinner Throwback IPA,American IPA,166,12.0,pinner throwback ipaamerican ipa,ale,0.0
1559,0.065,65.0,1444,Dale's Pale Ale,American Pale Ale (APA),166,12.0,dale's pale aleamerican pale ale (apa),ale,0.0
1560,0.065,65.0,1252,Dale's Pale Ale,American Pale Ale (APA),166,12.0,dale's pale aleamerican pale ale (apa),ale,0.0
1561,0.053,35.0,1167,Mama's Little Yella Pils,Czech Pilsener,166,19.2,mama's little yella pilsczech pilsener,lager,1.0
1564,0.065,65.0,955,Dale's Pale Ale,American Pale Ale (APA),166,19.2,dale's pale aleamerican pale ale (apa),ale,0.0
1566,0.065,65.0,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12.0,dale's pale ale (10 year anniversary)american pale ale (apa),ale,0.0
1567,0.065,65.0,828,Dale's Pale Ale (2012),American Pale Ale (APA),166,12.0,dale's pale ale (2012)american pale ale (apa),ale,0.0
1568,0.087,85.0,806,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12.0,gordon imperial red (2010)american double / imperial ipa,ale,0.0
1569,0.065,65.0,755,Dale's Pale Ale (2011),American Pale Ale (APA),166,12.0,dale's pale ale (2011)american pale ale (apa),ale,0.0
1570,0.065,65.0,754,Dale's Pale Ale (2010),American Pale Ale (APA),166,12.0,dale's pale ale (2010)american pale ale (apa),ale,0.0
1571,0.087,85.0,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,166,16.0,g'knight (16 oz.)american double / imperial ipa,ale,0.0
1574,0.08,70.0,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12.0,hgh (home grown hops): part duhamerican strong ale,ale,0.0
1576,0.09,60.0,391,One Hit Wonder,American Double / Imperial IPA,166,12.0,one hit wonderamerican double / imperial ipa,ale,0.0
1577,0.087,85.0,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,166,12.0,g'knight (12 oz.)american double / imperial ipa,ale,0.0
1578,0.099,98.0,8,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12.0,ten fidy imperial stoutrussian imperial stout,ale,0.0
1579,0.053,35.0,7,Mama's Little Yella Pils,Czech Pilsener,166,12.0,mama's little yella pilsczech pilsener,lager,1.0
1580,0.099,100.0,6,GUBNA Imperial IPA,American Double / Imperial IPA,166,12.0,gubna imperial ipaamerican double / imperial ipa,ale,0.0
1581,0.08,35.0,5,Old Chub,Scottish Ale,166,12.0,old chubscottish ale,ale,0.0
1582,0.087,85.0,4,Gordon Ale (2009),American Double / Imperial IPA,166,12.0,gordon ale (2009)american double / imperial ipa,ale,0.0
1583,0.065,65.0,1,Dale's Pale Ale,American Pale Ale (APA),166,12.0,dale's pale aleamerican pale ale (apa),ale,0.0
1584,0.092,85.0,805,Gordon (2005),American Double / Imperial IPA,503,12.0,gordon (2005)american double / imperial ipa,ale,0.0
1585,0.095,98.0,804,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12.0,ten fidy imperial stout (2008)russian imperial stout,ale,0.0
1586,0.099,98.0,803,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12.0,ten fidy imperial stout (2007)russian imperial stout,ale,0.0
1587,0.08,35.0,787,Old Chub (2008),Scottish Ale,503,12.0,old chub (2008)scottish ale,ale,0.0
1588,0.08,35.0,786,Old Chub (2004),Scottish Ale,503,12.0,old chub (2004)scottish ale,ale,0.0
1589,0.08,35.0,785,Old Chub (2003),Scottish Ale,503,12.0,old chub (2003)scottish ale,ale,0.0
1590,0.065,65.0,745,Dale's Pale Ale (2008),American Pale Ale (APA),503,12.0,dale's pale ale (2008)american pale ale (apa),ale,0.0
1591,0.065,65.0,744,Dale's Pale Ale (2006),American Pale Ale (APA),503,12.0,dale's pale ale (2006)american pale ale (apa),ale,0.0
1592,0.065,65.0,743,Dale's Pale Ale (2004),American Pale Ale (APA),503,12.0,dale's pale ale (2004)american pale ale (apa),ale,0.0
1593,0.065,65.0,742,Dale's Pale Ale (2003),American Pale Ale (APA),503,12.0,dale's pale ale (2003)american pale ale (apa),ale,0.0
1594,0.065,65.0,741,Dale's Pale Ale (2002),American Pale Ale (APA),503,12.0,dale's pale ale (2002)american pale ale (apa),ale,0.0
1596,0.087,60.0,733,Gordon Beer (2006),American Double / Imperial IPA,503,12.0,gordon beer (2006)american double / imperial ipa,ale,0.0
1597,0.087,85.0,1533,G'KNIGHT,American Double / Imperial IPA,389,12.0,g'knightamerican double / imperial ipa,ale,0.0
1598,0.099,98.0,1532,Ten Fidy,Russian Imperial Stout,389,12.0,ten fidyrussian imperial stout,ale,0.0
1599,0.08,85.0,1328,Deviant Dale's IPA,American Double / Imperial IPA,389,16.0,deviant dale's ipaamerican double / imperial ipa,ale,0.0
1600,0.08,35.0,1175,Old Chub,Scottish Ale,389,12.0,old chubscottish ale,ale,0.0
1601,0.065,65.0,1166,Dale's Pale Ale,American Pale Ale (APA),389,19.2,dale's pale aleamerican pale ale (apa),ale,0.0
